video_title,gesture,
Bathroom/11-December-2022-21-47-12_gesture_Bathroom_Recall,Bathroom,
Interesting/11-December-2022-21-47-31_gesture_Interesting_Recall,Interesting,
PlayAGame/11-December-2022-21-47-49_gesture_PlayAGame_Recall,PlayAGame,
ListenToMusic/11-December-2022-21-48-07_gesture_ListenToMusic_Recall,ListenToMusic,
Bad/11-December-2022-21-48-25_gesture_Bad_Recall,Bad,
DontDisturb/12-December-2022-19-29-55_gesture_DontDisturb,DontDisturb,
ComeHere/12-December-2022-19-30-29_gesture_ComeHere,ComeHere,
Bad/12-December-2022-19-31-04_gesture_Bad,Bad,
Emergency/12-December-2022-19-31-36_gesture_Emergency,Emergency,
CantHear/12-December-2022-19-31-56_gesture_CantHear,CantHear,
CantSee/12-December-2022-19-32-21_gesture_CantSee,CantSee,
Bathroom/12-December-2022-19-32-45_gesture_Bathroom,Bathroom,
Call/12-December-2022-19-33-18_gesture_Call,Call,
CantSleep/12-December-2022-19-33-46_gesture_CantSleep,CantSleep,
Afraid/12-December-2022-19-34-30_gesture_Afraid,Afraid,
Hungry/12-December-2022-19-34-56_gesture_Hungry,Hungry,
ListenToMusic/12-December-2022-19-35-26_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/12-December-2022-19-35-57_gesture_LetMeExercise,LetMeExercise,
Five/12-December-2022-19-36-16_gesture_Five,Five,
ItIsPaining/12-December-2022-19-37-21_gesture_ItIsPaining,ItIsPaining,
Four/12-December-2022-19-37-38_gesture_Four,Four,
Good/12-December-2022-19-37-55_gesture_Good,Good,
Interesting/12-December-2022-19-38-29_gesture_Interesting,Interesting,
Hi/12-December-2022-19-39-00_gesture_Hi,Hi,
GetUp/12-December-2022-19-39-41_gesture_GetUp,GetUp,
NeedAShower/12-December-2022-19-40-08_gesture_NeedAShower,NeedAShower,
Next/12-December-2022-19-40-44_gesture_Next,Next,
Omg/12-December-2022-19-41-09_gesture_Omg,Omg,
OrderFood/12-December-2022-19-42-01_gesture_OrderFood,OrderFood,
PlayAGame/12-December-2022-19-42-27_gesture_PlayAGame,PlayAGame,
Three/12-December-2022-19-42-51_gesture_Three,Three,
ShowMePhotos/12-December-2022-19-43-19_gesture_ShowMePhotos,ShowMePhotos,
Two/12-December-2022-19-43-40_gesture_Two,Two,
Whatever/12-December-2022-19-44-06_gesture_Whatever,Whatever,
Who/12-December-2022-19-44-33_gesture_Who,Who,
Bored/12-December-2022-19-45-02_gesture_Bored,Bored,
Thirsty/12-December-2022-19-45-39_gesture_Thirsty,Thirsty,
OnceMore/12-December-2022-19-46-06_gesture_OnceMore,OnceMore,
DontDisturb/12-December-2022-19-47-56_gesture_DontDisturb,DontDisturb,
ComeHere/12-December-2022-19-50-08_gesture_ComeHere,ComeHere,
Bad/12-December-2022-19-50-30_gesture_Bad,Bad,
Emergency/12-December-2022-19-50-46_gesture_Emergency,Emergency,
CantHear/12-December-2022-19-51-06_gesture_CantHear,CantHear,
CantSee/12-December-2022-19-51-30_gesture_CantSee,CantSee,
Bathroom/12-December-2022-19-51-46_gesture_Bathroom,Bathroom,
Call/12-December-2022-19-52-00_gesture_Call,Call,
CantSleep/12-December-2022-19-52-21_gesture_CantSleep,CantSleep,
Afraid/12-December-2022-19-52-36_gesture_Afraid,Afraid,
Hungry/12-December-2022-19-52-54_gesture_Hungry,Hungry,
ListenToMusic/12-December-2022-19-53-10_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/12-December-2022-19-53-26_gesture_LetMeExercise,LetMeExercise,
Five/12-December-2022-19-53-39_gesture_Five,Five,
ItIsPaining/12-December-2022-19-53-54_gesture_ItIsPaining,ItIsPaining,
Four/12-December-2022-19-54-10_gesture_Four,Four,
Good/12-December-2022-19-54-27_gesture_Good,Good,
Interesting/12-December-2022-19-54-43_gesture_Interesting,Interesting,
Hi/12-December-2022-19-54-59_gesture_Hi,Hi,
GetUp/12-December-2022-19-55-15_gesture_GetUp,GetUp,
NeedAShower/12-December-2022-19-55-34_gesture_NeedAShower,NeedAShower,
Next/12-December-2022-19-55-56_gesture_Next,Next,
Omg/12-December-2022-19-56-15_gesture_Omg,Omg,
One/12-December-2022-19-56-29_gesture_One,One,
OrderFood/12-December-2022-19-56-47_gesture_OrderFood,OrderFood,
PlayAGame/12-December-2022-19-57-11_gesture_PlayAGame,PlayAGame,
Three/12-December-2022-19-57-34_gesture_Three,Three,
ShowMePhotos/12-December-2022-19-57-49_gesture_ShowMePhotos,ShowMePhotos,
Two/12-December-2022-19-58-02_gesture_Two,Two,
Whatever/12-December-2022-19-58-19_gesture_Whatever,Whatever,
Who/12-December-2022-19-58-37_gesture_Who,Who,
Bored/12-December-2022-19-58-52_gesture_Bored,Bored,
Thirsty/12-December-2022-19-59-07_gesture_Thirsty,Thirsty,
OnceMore/12-December-2022-19-59-25_gesture_OnceMore,OnceMore,
DontDisturb/12-December-2022-20-08-15_gesture_DontDisturb,DontDisturb,
ComeHere/12-December-2022-20-08-47_gesture_ComeHere,ComeHere,
Bad/12-December-2022-20-09-12_gesture_Bad,Bad,
Emergency/12-December-2022-20-09-31_gesture_Emergency,Emergency,
CantHear/12-December-2022-20-09-48_gesture_CantHear,CantHear,
CantSee/12-December-2022-20-10-10_gesture_CantSee,CantSee,
Bathroom/12-December-2022-20-10-27_gesture_Bathroom,Bathroom,
Call/12-December-2022-20-10-45_gesture_Call,Call,
CantSleep/12-December-2022-20-11-05_gesture_CantSleep,CantSleep,
Afraid/12-December-2022-20-11-24_gesture_Afraid,Afraid,
Hungry/12-December-2022-20-11-44_gesture_Hungry,Hungry,
ListenToMusic/12-December-2022-20-12-03_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/12-December-2022-20-12-35_gesture_LetMeExercise,LetMeExercise,
Five/12-December-2022-20-12-59_gesture_Five,Five,
ItIsPaining/12-December-2022-20-13-19_gesture_ItIsPaining,ItIsPaining,
Four/12-December-2022-20-13-44_gesture_Four,Four,
Good/12-December-2022-20-13-58_gesture_Good,Good,
Interesting/12-December-2022-20-14-14_gesture_Interesting,Interesting,
Hi/12-December-2022-20-14-32_gesture_Hi,Hi,
GetUp/12-December-2022-20-14-49_gesture_GetUp,GetUp,
NeedAShower/12-December-2022-20-15-10_gesture_NeedAShower,NeedAShower,
Next/12-December-2022-20-15-37_gesture_Next,Next,
Omg/12-December-2022-20-15-58_gesture_Omg,Omg,
One/12-December-2022-20-16-18_gesture_One,One,
OrderFood/12-December-2022-20-16-41_gesture_OrderFood,OrderFood,
PlayAGame/12-December-2022-20-17-00_gesture_PlayAGame,PlayAGame,
Three/12-December-2022-20-17-17_gesture_Three,Three,
ShowMePhotos/12-December-2022-20-17-36_gesture_ShowMePhotos,ShowMePhotos,
Two/12-December-2022-20-17-53_gesture_Two,Two,
Who/12-December-2022-20-18-37_gesture_Who,Who,
Bored/12-December-2022-20-18-59_gesture_Bored,Bored,
Thirsty/12-December-2022-20-19-18_gesture_Thirsty,Thirsty,
OnceMore/12-December-2022-20-19-34_gesture_OnceMore,OnceMore,
DontDisturb/12-December-2022-20-20-38_gesture_DontDisturb,DontDisturb,
ComeHere/12-December-2022-20-20-59_gesture_ComeHere,ComeHere,
Bad/12-December-2022-20-21-15_gesture_Bad,Bad,
Emergency/12-December-2022-20-21-29_gesture_Emergency,Emergency,
CantHear/12-December-2022-20-21-43_gesture_CantHear,CantHear,
CantSee/12-December-2022-20-21-58_gesture_CantSee,CantSee,
Bathroom/12-December-2022-20-22-14_gesture_Bathroom,Bathroom,
Call/12-December-2022-20-22-27_gesture_Call,Call,
CantSleep/12-December-2022-20-22-42_gesture_CantSleep,CantSleep,
Afraid/12-December-2022-20-22-57_gesture_Afraid,Afraid,
Hungry/12-December-2022-20-23-12_gesture_Hungry,Hungry,
ListenToMusic/12-December-2022-20-23-26_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/12-December-2022-20-23-40_gesture_LetMeExercise,LetMeExercise,
Five/12-December-2022-20-23-56_gesture_Five,Five,
ItIsPaining/12-December-2022-20-24-12_gesture_ItIsPaining,ItIsPaining,
Four/12-December-2022-20-24-26_gesture_Four,Four,
Good/12-December-2022-20-24-41_gesture_Good,Good,
Interesting/12-December-2022-20-24-56_gesture_Interesting,Interesting,
Hi/12-December-2022-20-25-10_gesture_Hi,Hi,
GetUp/12-December-2022-20-25-23_gesture_GetUp,GetUp,
NeedAShower/12-December-2022-20-25-39_gesture_NeedAShower,NeedAShower,
Next/12-December-2022-20-26-02_gesture_Next,Next,
Omg/12-December-2022-20-26-16_gesture_Omg,Omg,
One/12-December-2022-20-26-29_gesture_One,One,
OrderFood/12-December-2022-20-26-43_gesture_OrderFood,OrderFood,
PlayAGame/12-December-2022-20-26-57_gesture_PlayAGame,PlayAGame,
Three/12-December-2022-20-27-10_gesture_Three,Three,
ShowMePhotos/12-December-2022-20-27-24_gesture_ShowMePhotos,ShowMePhotos,
Two/12-December-2022-20-27-37_gesture_Two,Two,
Whatever/12-December-2022-20-27-52_gesture_Whatever,Whatever,
Who/12-December-2022-20-28-08_gesture_Who,Who,
Bored/12-December-2022-20-28-22_gesture_Bored,Bored,
Thirsty/12-December-2022-20-28-37_gesture_Thirsty,Thirsty,
OnceMore/12-December-2022-20-28-50_gesture_OnceMore,OnceMore,
GetUp/12-December-2022-20-32-29_gesture_GetUp_Recall,GetUp,
Five/12-December-2022-20-32-48_gesture_Five_Recall,Five,
ItIsPaining/12-December-2022-20-33-05_gesture_ItIsPaining_Recall,ItIsPaining,
OrderFood/12-December-2022-20-33-23_gesture_OrderFood_Recall,OrderFood,
Next/12-December-2022-20-33-42_gesture_Next_Recall,Next,
Call/12-December-2022-20-34-00_gesture_Call_Recall,Call,
OnceMore/12-December-2022-20-34-18_gesture_OnceMore_Recall,OnceMore,
Hungry/12-December-2022-20-34-36_gesture_Hungry_Recall,Hungry,
Whatever/12-December-2022-20-34-55_gesture_Whatever_Recall,Whatever,
DontDisturb/12-December-2022-20-35-13_gesture_DontDisturb_Recall,DontDisturb,
Four/12-December-2022-20-35-31_gesture_Four_Recall,Four,
LetMeExcercise/12-December-2022-20-35-49_gesture_LetMeExcercise_Recall,LetMeExcercise,
Three/12-December-2022-20-36-07_gesture_Three_Recall,Three,
Afraid/12-December-2022-20-36-26_gesture_Afraid_Recall,Afraid,
ComeHere/12-December-2022-20-36-44_gesture_ComeHere_Recall,ComeHere,
Hi/12-December-2022-20-37-02_gesture_Hi_Recall,Hi,
One/12-December-2022-20-37-20_gesture_One_Recall,One,
ShowMePhotos/12-December-2022-20-37-37_gesture_ShowMePhotos_Recall,ShowMePhotos,
NeedAShower/12-December-2022-20-37-55_gesture_NeedAShower_Recall,NeedAShower,
CantHear/12-December-2022-20-38-14_gesture_CantHear_Recall,CantHear,
Bored/12-December-2022-20-38-32_gesture_Bored_Recall,Bored,
Two/12-December-2022-20-38-50_gesture_Two_Recall,Two,
Thirsty/12-December-2022-20-39-08_gesture_Thirsty_Recall,Thirsty,
Who/12-December-2022-20-39-26_gesture_Who_Recall,Who,
CantSee/12-December-2022-20-39-44_gesture_CantSee_Recall,CantSee,
Emergency/12-December-2022-20-40-02_gesture_Emergency_Recall,Emergency,
CantSleep/12-December-2022-20-40-20_gesture_CantSleep_Recall,CantSleep,
Good/12-December-2022-20-40-38_gesture_Good_Recall,Good,
Omg/12-December-2022-20-40-56_gesture_Omg_Recall,Omg,
Bathroom/12-December-2022-20-41-14_gesture_Bathroom_Recall,Bathroom,
Interesting/12-December-2022-20-41-32_gesture_Interesting_Recall,Interesting,
PlayAGame/12-December-2022-20-41-50_gesture_PlayAGame_Recall,PlayAGame,
ListenToMusic/12-December-2022-20-42-09_gesture_ListenToMusic_Recall,ListenToMusic,
Bad/12-December-2022-20-42-27_gesture_Bad_Recall,Bad,
GetUp/12-December-2022-20-43-39_gesture_GetUp_Recall,GetUp,
Five/12-December-2022-20-43-58_gesture_Five_Recall,Five,
ItIsPaining/12-December-2022-20-44-15_gesture_ItIsPaining_Recall,ItIsPaining,
OrderFood/12-December-2022-20-44-34_gesture_OrderFood_Recall,OrderFood,
Next/12-December-2022-20-44-52_gesture_Next_Recall,Next,
Call/12-December-2022-20-45-10_gesture_Call_Recall,Call,
OnceMore/12-December-2022-20-45-28_gesture_OnceMore_Recall,OnceMore,
Hungry/12-December-2022-20-45-46_gesture_Hungry_Recall,Hungry,
Whatever/12-December-2022-20-46-04_gesture_Whatever_Recall,Whatever,
DontDisturb/12-December-2022-20-46-23_gesture_DontDisturb_Recall,DontDisturb,
Four/12-December-2022-20-46-41_gesture_Four_Recall,Four,
LetMeExcercise/12-December-2022-20-46-59_gesture_LetMeExcercise_Recall,LetMeExcercise,
Three/12-December-2022-20-47-17_gesture_Three_Recall,Three,
Afraid/12-December-2022-20-47-35_gesture_Afraid_Recall,Afraid,
ComeHere/12-December-2022-20-47-53_gesture_ComeHere_Recall,ComeHere,
Hi/12-December-2022-20-48-12_gesture_Hi_Recall,Hi,
One/12-December-2022-20-48-30_gesture_One_Recall,One,
ShowMePhotos/12-December-2022-20-48-48_gesture_ShowMePhotos_Recall,ShowMePhotos,
NeedAShower/12-December-2022-20-49-06_gesture_NeedAShower_Recall,NeedAShower,
CantHear/12-December-2022-20-49-24_gesture_CantHear_Recall,CantHear,
Bored/12-December-2022-20-49-42_gesture_Bored_Recall,Bored,
Two/12-December-2022-20-50-00_gesture_Two_Recall,Two,
Thirsty/12-December-2022-20-50-18_gesture_Thirsty_Recall,Thirsty,
Who/12-December-2022-20-50-36_gesture_Who_Recall,Who,
CantSee/12-December-2022-20-50-54_gesture_CantSee_Recall,CantSee,
Emergency/12-December-2022-20-51-12_gesture_Emergency_Recall,Emergency,
CantSleep/12-December-2022-20-51-30_gesture_CantSleep_Recall,CantSleep,
Good/12-December-2022-20-51-48_gesture_Good_Recall,Good,
Omg/12-December-2022-20-52-06_gesture_Omg_Recall,Omg,
Bathroom/12-December-2022-20-52-24_gesture_Bathroom_Recall,Bathroom,
Interesting/12-December-2022-20-52-43_gesture_Interesting_Recall,Interesting,
PlayAGame/12-December-2022-20-53-01_gesture_PlayAGame_Recall,PlayAGame,
ListenToMusic/12-December-2022-20-53-19_gesture_ListenToMusic_Recall,ListenToMusic,
Bad/12-December-2022-20-53-37_gesture_Bad_Recall,Bad,
DontDisturb/13-December-2022-12-52-49_gesture_DontDisturb,DontDisturb,
ComeHere/13-December-2022-12-53-13_gesture_ComeHere,ComeHere,
Bad/13-December-2022-12-53-34_gesture_Bad,Bad,
Emergency/13-December-2022-12-53-54_gesture_Emergency,Emergency,
CantHear/13-December-2022-12-54-22_gesture_CantHear,CantHear,
CantSee/13-December-2022-12-54-47_gesture_CantSee,CantSee,
Bathroom/13-December-2022-12-55-18_gesture_Bathroom,Bathroom,
Call/13-December-2022-12-55-41_gesture_Call,Call,
CantSleep/13-December-2022-12-56-09_gesture_CantSleep,CantSleep,
Afraid/13-December-2022-12-56-29_gesture_Afraid,Afraid,
Hungry/13-December-2022-12-56-52_gesture_Hungry,Hungry,
ListenToMusic/13-December-2022-12-57-16_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/13-December-2022-12-57-41_gesture_LetMeExercise,LetMeExercise,
Five/13-December-2022-12-58-06_gesture_Five,Five,
ItIsPaining/13-December-2022-12-58-32_gesture_ItIsPaining,ItIsPaining,
Four/13-December-2022-12-58-55_gesture_Four,Four,
Good/13-December-2022-12-59-17_gesture_Good,Good,
Interesting/13-December-2022-12-59-36_gesture_Interesting,Interesting,
Hi/13-December-2022-12-59-54_gesture_Hi,Hi,
GetUp/13-December-2022-13-00-15_gesture_GetUp,GetUp,
NeedAShower/13-December-2022-13-01-12_gesture_NeedAShower,NeedAShower,
Next/13-December-2022-13-01-37_gesture_Next,Next,
Next/13-December-2022-13-03-18_gesture_Next,Next,
Omg/13-December-2022-13-03-38_gesture_Omg,Omg,
One/13-December-2022-13-03-55_gesture_One,One,
OrderFood/13-December-2022-13-04-19_gesture_OrderFood,OrderFood,
PlayAGame/13-December-2022-13-04-46_gesture_PlayAGame,PlayAGame,
Three/13-December-2022-13-05-11_gesture_Three,Three,
ShowMePhotos/13-December-2022-13-05-35_gesture_ShowMePhotos,ShowMePhotos,
Two/13-December-2022-13-05-52_gesture_Two,Two,
Whatever/13-December-2022-13-06-13_gesture_Whatever,Whatever,
Who/13-December-2022-13-06-38_gesture_Who,Who,
Bored/13-December-2022-13-06-59_gesture_Bored,Bored,
OnceMore/13-December-2022-13-07-49_gesture_OnceMore,OnceMore,
DontDisturb/13-December-2022-13-09-32_gesture_DontDisturb,DontDisturb,
ComeHere/13-December-2022-13-09-49_gesture_ComeHere,ComeHere,
ComeHere/13-December-2022-13-10-15_gesture_ComeHere,ComeHere,
Bad/13-December-2022-13-10-34_gesture_Bad,Bad,
Emergency/13-December-2022-13-10-52_gesture_Emergency,Emergency,
CantHear/13-December-2022-13-11-09_gesture_CantHear,CantHear,
CantSee/13-December-2022-13-11-25_gesture_CantSee,CantSee,
Bathroom/13-December-2022-13-11-40_gesture_Bathroom,Bathroom,
Call/13-December-2022-13-11-56_gesture_Call,Call,
CantSleep/13-December-2022-13-12-20_gesture_CantSleep,CantSleep,
Afraid/13-December-2022-13-12-35_gesture_Afraid,Afraid,
Hungry/13-December-2022-13-12-51_gesture_Hungry,Hungry,
ListenToMusic/13-December-2022-13-13-06_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/13-December-2022-13-13-21_gesture_LetMeExercise,LetMeExercise,
Five/13-December-2022-13-13-42_gesture_Five,Five,
ItIsPaining/13-December-2022-13-14-02_gesture_ItIsPaining,ItIsPaining,
Four/13-December-2022-13-14-16_gesture_Four,Four,
Good/13-December-2022-13-14-33_gesture_Good,Good,
Interesting/13-December-2022-13-14-48_gesture_Interesting,Interesting,
Hi/13-December-2022-13-15-04_gesture_Hi,Hi,
GetUp/13-December-2022-13-15-19_gesture_GetUp,GetUp,
NeedAShower/13-December-2022-13-15-35_gesture_NeedAShower,NeedAShower,
Next/13-December-2022-13-15-50_gesture_Next,Next,
Omg/13-December-2022-13-16-06_gesture_Omg,Omg,
One/13-December-2022-13-16-21_gesture_One,One,
OrderFood/13-December-2022-13-16-37_gesture_OrderFood,OrderFood,
PlayAGame/13-December-2022-13-16-53_gesture_PlayAGame,PlayAGame,
Three/13-December-2022-13-17-06_gesture_Three,Three,
ShowMePhotos/13-December-2022-13-17-24_gesture_ShowMePhotos,ShowMePhotos,
Two/13-December-2022-13-17-42_gesture_Two,Two,
Whatever/13-December-2022-13-17-57_gesture_Whatever,Whatever,
Who/13-December-2022-13-18-12_gesture_Who,Who,
Bored/13-December-2022-13-18-33_gesture_Bored,Bored,
Thirsty/13-December-2022-13-18-49_gesture_Thirsty,Thirsty,
OnceMore/13-December-2022-13-19-14_gesture_OnceMore,OnceMore,
DontDisturb/13-December-2022-13-22-58_gesture_DontDisturb,DontDisturb,
ComeHere/13-December-2022-13-23-15_gesture_ComeHere,ComeHere,
Bad/13-December-2022-13-23-34_gesture_Bad,Bad,
Emergency/13-December-2022-13-23-54_gesture_Emergency,Emergency,
CantHear/13-December-2022-13-24-18_gesture_CantHear,CantHear,
CantSee/13-December-2022-13-24-39_gesture_CantSee,CantSee,
Bathroom/13-December-2022-13-24-56_gesture_Bathroom,Bathroom,
Call/13-December-2022-13-25-15_gesture_Call,Call,
CantSleep/13-December-2022-13-25-41_gesture_CantSleep,CantSleep,
Afraid/13-December-2022-13-26-07_gesture_Afraid,Afraid,
Hungry/13-December-2022-13-26-26_gesture_Hungry,Hungry,
ListenToMusic/13-December-2022-13-27-01_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/13-December-2022-13-27-22_gesture_LetMeExercise,LetMeExercise,
Five/13-December-2022-13-27-45_gesture_Five,Five,
ItIsPaining/13-December-2022-13-28-11_gesture_ItIsPaining,ItIsPaining,
Four/13-December-2022-13-28-30_gesture_Four,Four,
Good/13-December-2022-13-28-50_gesture_Good,Good,
Interesting/13-December-2022-13-29-09_gesture_Interesting,Interesting,
Hi/13-December-2022-13-29-37_gesture_Hi,Hi,
GetUp/13-December-2022-13-29-55_gesture_GetUp,GetUp,
NeedAShower/13-December-2022-13-30-17_gesture_NeedAShower,NeedAShower,
Next/13-December-2022-13-30-44_gesture_Next,Next,
Omg/13-December-2022-13-31-01_gesture_Omg,Omg,
One/13-December-2022-13-31-21_gesture_One,One,
OrderFood/13-December-2022-13-31-40_gesture_OrderFood,OrderFood,
PlayAGame/13-December-2022-13-32-01_gesture_PlayAGame,PlayAGame,
Three/13-December-2022-13-32-24_gesture_Three,Three,
ShowMePhotos/13-December-2022-13-32-43_gesture_ShowMePhotos,ShowMePhotos,
Two/13-December-2022-13-32-59_gesture_Two,Two,
Whatever/13-December-2022-13-33-24_gesture_Whatever,Whatever,
Who/13-December-2022-13-33-50_gesture_Who,Who,
Bored/13-December-2022-13-34-08_gesture_Bored,Bored,
Thirsty/13-December-2022-13-34-27_gesture_Thirsty,Thirsty,
OnceMore/13-December-2022-13-34-48_gesture_OnceMore,OnceMore,
DontDisturb/13-December-2022-13-35-23_gesture_DontDisturb,DontDisturb,
ComeHere/13-December-2022-13-35-40_gesture_ComeHere,ComeHere,
Bad/13-December-2022-13-35-57_gesture_Bad,Bad,
Emergency/13-December-2022-13-36-15_gesture_Emergency,Emergency,
CantHear/13-December-2022-13-36-35_gesture_CantHear,CantHear,
CantSee/13-December-2022-13-36-56_gesture_CantSee,CantSee,
Bathroom/13-December-2022-13-37-11_gesture_Bathroom,Bathroom,
Call/13-December-2022-13-37-26_gesture_Call,Call,
CantSleep/13-December-2022-13-37-46_gesture_CantSleep,CantSleep,
Afraid/13-December-2022-13-38-03_gesture_Afraid,Afraid,
Hungry/13-December-2022-13-38-18_gesture_Hungry,Hungry,
ListenToMusic/13-December-2022-13-38-34_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/13-December-2022-13-38-50_gesture_LetMeExercise,LetMeExercise,
Five/13-December-2022-13-39-05_gesture_Five,Five,
ItIsPaining/13-December-2022-13-39-22_gesture_ItIsPaining,ItIsPaining,
Four/13-December-2022-13-39-39_gesture_Four,Four,
Good/13-December-2022-13-39-58_gesture_Good,Good,
Interesting/13-December-2022-13-40-19_gesture_Interesting,Interesting,
Hi/13-December-2022-13-40-38_gesture_Hi,Hi,
GetUp/13-December-2022-13-40-56_gesture_GetUp,GetUp,
NeedAShower/13-December-2022-13-41-15_gesture_NeedAShower,NeedAShower,
Next/13-December-2022-13-41-34_gesture_Next,Next,
Omg/13-December-2022-13-41-50_gesture_Omg,Omg,
One/13-December-2022-13-42-05_gesture_One,One,
OrderFood/13-December-2022-13-42-21_gesture_OrderFood,OrderFood,
PlayAGame/13-December-2022-13-42-36_gesture_PlayAGame,PlayAGame,
Three/13-December-2022-13-42-55_gesture_Three,Three,
ShowMePhotos/13-December-2022-13-43-11_gesture_ShowMePhotos,ShowMePhotos,
Two/13-December-2022-13-43-31_gesture_Two,Two,
Whatever/13-December-2022-13-43-47_gesture_Whatever,Whatever,
Who/13-December-2022-13-44-09_gesture_Who,Who,
Bored/13-December-2022-13-44-23_gesture_Bored,Bored,
Thirsty/13-December-2022-13-44-41_gesture_Thirsty,Thirsty,
OnceMore/13-December-2022-13-44-58_gesture_OnceMore,OnceMore,
DontDisturb/13-December-2022-13-48-35_gesture_DontDisturb,DontDisturb,
ComeHere/13-December-2022-13-48-56_gesture_ComeHere,ComeHere,
Bad/13-December-2022-13-49-17_gesture_Bad,Bad,
Emergency/13-December-2022-13-49-35_gesture_Emergency,Emergency,
CantHear/13-December-2022-13-49-56_gesture_CantHear,CantHear,
CantSee/13-December-2022-13-50-16_gesture_CantSee,CantSee,
Bathroom/13-December-2022-13-50-33_gesture_Bathroom,Bathroom,
Call/13-December-2022-13-50-51_gesture_Call,Call,
CantSleep/13-December-2022-13-51-12_gesture_CantSleep,CantSleep,
Afraid/13-December-2022-13-51-32_gesture_Afraid,Afraid,
Hungry/13-December-2022-13-51-55_gesture_Hungry,Hungry,
ListenToMusic/13-December-2022-13-52-12_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/13-December-2022-13-52-31_gesture_LetMeExercise,LetMeExercise,
Five/13-December-2022-13-52-50_gesture_Five,Five,
ItIsPaining/13-December-2022-13-53-11_gesture_ItIsPaining,ItIsPaining,
Four/13-December-2022-13-53-32_gesture_Four,Four,
Good/13-December-2022-13-53-57_gesture_Good,Good,
Interesting/13-December-2022-13-54-26_gesture_Interesting,Interesting,
Hi/13-December-2022-13-54-51_gesture_Hi,Hi,
GetUp/13-December-2022-13-55-21_gesture_GetUp,GetUp,
NeedAShower/13-December-2022-13-56-03_gesture_NeedAShower,NeedAShower,
Next/13-December-2022-13-56-19_gesture_Next,Next,
Omg/13-December-2022-13-56-47_gesture_Omg,Omg,
One/13-December-2022-13-57-11_gesture_One,One,
OrderFood/13-December-2022-13-57-35_gesture_OrderFood,OrderFood,
PlayAGame/13-December-2022-13-57-57_gesture_PlayAGame,PlayAGame,
Three/13-December-2022-13-58-18_gesture_Three,Three,
ShowMePhotos/13-December-2022-13-58-43_gesture_ShowMePhotos,ShowMePhotos,
Two/13-December-2022-14-03-23_gesture_Two,Two,
Whatever/13-December-2022-14-03-48_gesture_Whatever,Whatever,
Who/13-December-2022-14-04-10_gesture_Who,Who,
Bored/13-December-2022-14-04-29_gesture_Bored,Bored,
Thirsty/13-December-2022-14-04-54_gesture_Thirsty,Thirsty,
OnceMore/13-December-2022-14-05-18_gesture_OnceMore,OnceMore,
DontDisturb/13-December-2022-14-10-08_gesture_DontDisturb,DontDisturb,
ComeHere/13-December-2022-14-10-22_gesture_ComeHere,ComeHere,
Bad/13-December-2022-14-10-37_gesture_Bad,Bad,
Emergency/13-December-2022-14-10-53_gesture_Emergency,Emergency,
CantHear/13-December-2022-14-11-16_gesture_CantHear,CantHear,
CantSee/13-December-2022-14-12-03_gesture_CantSee,CantSee,
Bathroom/13-December-2022-14-12-21_gesture_Bathroom,Bathroom,
Call/13-December-2022-14-12-37_gesture_Call,Call,
CantSleep/13-December-2022-14-12-53_gesture_CantSleep,CantSleep,
Afraid/13-December-2022-14-13-09_gesture_Afraid,Afraid,
Hungry/13-December-2022-14-13-27_gesture_Hungry,Hungry,
ListenToMusic/13-December-2022-14-13-43_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/13-December-2022-14-14-01_gesture_LetMeExercise,LetMeExercise,
Five/13-December-2022-14-14-15_gesture_Five,Five,
ItIsPaining/13-December-2022-14-14-32_gesture_ItIsPaining,ItIsPaining,
Four/13-December-2022-14-14-55_gesture_Four,Four,
Good/13-December-2022-14-15-08_gesture_Good,Good,
Interesting/13-December-2022-14-15-23_gesture_Interesting,Interesting,
Hi/13-December-2022-14-15-40_gesture_Hi,Hi,
GetUp/13-December-2022-14-15-58_gesture_GetUp,GetUp,
NeedAShower/13-December-2022-14-16-16_gesture_NeedAShower,NeedAShower,
Next/13-December-2022-14-16-32_gesture_Next,Next,
Omg/13-December-2022-14-16-48_gesture_Omg,Omg,
One/13-December-2022-14-17-06_gesture_One,One,
OrderFood/13-December-2022-14-17-21_gesture_OrderFood,OrderFood,
PlayAGame/13-December-2022-14-17-38_gesture_PlayAGame,PlayAGame,
Three/13-December-2022-14-17-54_gesture_Three,Three,
ShowMePhotos/13-December-2022-14-18-10_gesture_ShowMePhotos,ShowMePhotos,
Two/13-December-2022-14-18-25_gesture_Two,Two,
Whatever/13-December-2022-14-18-39_gesture_Whatever,Whatever,
Who/13-December-2022-14-18-55_gesture_Who,Who,
Bored/13-December-2022-14-19-10_gesture_Bored,Bored,
Thirsty/13-December-2022-14-19-26_gesture_Thirsty,Thirsty,
OnceMore/13-December-2022-14-19-41_gesture_OnceMore,OnceMore,
